Date,AAPL,AMZN,AYX,BABA,CRM,FB,GOOGL,MSFT,S02,TEAM
2014-04-14,0.9631314201356826,0.9210472993687077,,,0.9146258488881945,0.9404343650660233,0.9598372079512263,0.9459197736474221,0.9408326525095426,
2014-04-15,0.9562632923026407,0.9215428910913698,,,0.9392857302599613,0.9436282488602403,0.9659990387543946,0.9596811098258666,0.9477333851824123,
2014-04-16,0.9582018531996208,0.9437009896411264,,,0.9520408325177012,0.9536889484779456,0.992759010797288,0.975374283929778,0.9626276530939102,
2014-04-17,0.969149910392436,0.9472871321988144,,,0.9540816148653336,0.9412328320222424,0.9565626614179604,0.9659585043069921,0.9557121092006298,
2014-04-21,0.9806516876294651,0.9646637063664746,,,0.9542517339158457,0.9779623599163583,0.9495733284273424,0.9642684209049383,0.9652285395267373,
2014-04-22,0.9816303287644076,0.9601446590321776,,,0.970748349842659,1.0065474290410001,0.9603653437509353,0.9654757551531467,0.9741519775973879,
2014-04-23,0.9687992463631688,0.9463249554309152,,,0.9462585024873897,0.979878664641946,0.9462987818940762,0.9582325638349457,0.9576321191087402,
2014-04-24,1.048223158297363,0.9829732756923897,,,0.9307823287548014,0.9720536565323163,0.9408939619339695,0.9623370172040316,0.9728772330691452,
2014-04-25,1.0559217492794866,0.8858275630726135,,,0.8979591819380812,0.9215905448992422,0.9209295843581045,0.9635442428961001,0.940962144407271,
2014-04-28,1.096815292786562,0.8646899199594716,,,0.8355442489038138,0.896518682473949,0.9207183286298024,0.9867213858363658,0.9335013097649941,
2014-04-29,1.0935661480982777,0.8757690129674048,,,0.863265286790226,0.9286171020219914,0.9442213769755267,0.9780298656395233,0.9472447987488251,
2014-04-30,1.0894305807473639,0.8867022766466157,,,0.8784014094966226,0.9546470768867307,0.9416685973736516,0.975374283929778,0.9543707041801271,
2014-05-01,1.045998383999151,0.9488323624255044,,,0.94285716739553,0.9882625596975816,0.9740472744461834,0.98285848344793,0.9804760385686465,
2014-05-02,1.0479438304550173,0.949202154019198,,,0.9493745586907703,0.9771112251321467,0.9656186016292653,0.9752412319196607,0.977415266974343,
2014-05-05,1.062763437171023,0.955488805260668,,,0.9712804718495309,0.9893938334286321,0.9682593651394676,0.9688530763220481,0.9860064981952282,
2014-05-06,1.0511801003030006,0.9164434016551599,,,0.9374259084107444,0.9459199466720685,0.9451801452387959,0.959761677533951,0.9593185299689535,
2014-05-07,1.0475016568077915,0.9020517026707672,,,0.9129855054874338,0.9274960827111935,0.9369143055959894,0.9686070582664881,0.9492593852566107,
2014-05-08,1.0818906881910844,0.8885229791435356,,,0.9079164173342423,0.9173144575188992,0.9408391861280361,0.9740127988870992,0.9517494212004827,
2014-05-09,1.0773828016325517,0.9006032888299598,,,0.9102698850470488,0.9250719385686151,0.9525054187806724,0.9715556842351907,0.9562315028490064,
2014-05-12,1.090796442860308,0.9333311931265545,,,0.9672975522148244,0.9669296645849893,0.973866337844881,0.9821213407661313,0.985723755232948,
2014-05-13,1.0925076573948997,0.9388167561127015,,,0.9464779161986424,0.9669296645849893,0.9794914139774852,1.0001850928927387,0.987401416860243,
2014-05-14,1.0927097335234919,0.9171829848425473,,,0.9392363461763551,0.957232861756697,0.9665952678703985,0.9957311082122288,0.9781147170636199,
2014-05-15,1.083418095343036,0.9096944146176658,,,0.9309084446994419,0.9360615471632986,0.9570272059698425,0.9798942517532373,0.9661673265910871,
2014-05-16,1.099407419764394,0.9174295752334186,,,0.9377879887222602,0.9376777079034876,0.9555440471107906,0.9855855357283313,0.9722387124104469,
2014-05-19,1.1124345475241613,0.9145327475518044,,,0.9636767490996653,0.9569096199118887,0.9745898672043053,0.9836060391539728,0.9842915950742998,
2014-05-20,1.1126552003775638,0.9281847647336088,,,0.9575213656998788,0.9464048175199232,0.977411458792918,0.9818739416728729,0.9840085914661276,
2014-05-21,1.115599366276867,0.9399569789612263,,,0.9086405236452272,0.9775961121412853,0.9942505888592414,0.9984528849286228,0.9890827424687452,
2014-05-22,1.1173656950281723,0.9396487879689439,,,0.9644009097226973,0.9780809183440033,1.0046506993943318,0.9922666094217352,0.9994022699799807,
2014-05-23,1.1299880265749596,0.9622377892164374,,,0.9669354719033085,0.991494751887686,1.0197534251970022,0.9927617114365448,1.010528529369323,
2014-05-27,1.151147644084308,0.9578617920783228,,,0.9841343048043313,1.0259183195055737,1.0397759115316503,0.9944939194006605,1.0255553152341412,
2014-05-28,1.148167164677726,0.9558278443203944,,,0.9656681908130029,1.0264031257082915,1.031781422529351,0.9900398242371347,1.0196479287143165,
2014-05-29,1.1690876506021346,0.966983673481722,,,0.9848584835313783,1.0315748012898143,1.0319803558436664,0.9982054858353647,1.03044840843068,
2014-05-30,1.1647084712085671,0.963193117808978,,,0.9528143578582027,1.0230092721925723,1.033951902084731,1.0130524420930305,1.025121593874347,
2014-06-02,1.156704674624912,0.9517599426410864,,,0.9482883539642536,1.0194538381576597,1.020730201769743,1.0093407651753104,1.0177129627221608,
2014-06-03,1.173062047781761,0.9466751148495519,,,0.9223996116908639,1.0160599199968037,1.0029505037937745,0.9969681865407808,1.009685897442256,
2014-06-04,1.186457014291434,0.9454115983464544,,,0.9245720754559441,1.0236557397209047,1.0015939676370234,0.9977106047865867,1.0132335000397248,
2014-06-05,1.191112170740704,0.9971537860747023,,,0.9300032620246675,1.02123153093319,1.0217972820500811,1.0197335434071886,1.0301719292050888,
2014-06-06,1.1878373475391946,1.015952327182928,,,0.9377879887222602,1.0100802610128916,1.0237869335270517,1.0264145066175765,1.0336432274336502,
2014-06-09,1.2068442208225214,1.00926494382857,,,0.9361586273204385,1.0162215651611342,1.0322878048156618,1.0212182141742765,1.036999229353767,
2014-06-10,1.2139280145592806,1.0243962260003505,,,0.9605990845557955,1.0629276117852338,1.0278926421375079,1.0172590276802824,1.0511671011197419,
2014-06-11,1.2089051173533791,1.0329942634580642,,,0.9651250884497444,1.063089256949564,1.026445691941552,1.0110729731394263,1.0512720652152887,
2014-06-12,1.1886833374666677,1.0043650133747453,,,0.9602370042442792,1.0390089758495848,1.0119759729362088,1.0041443898697484,1.034735782290206,
2014-06-13,1.1756747024374765,1.0054743881558266,,,0.9832291040255413,1.0424028293653038,1.0135133371713694,1.0202284244559665,1.0400871309352475,
2014-06-16,1.1875240910425195,1.009634735422264,,,0.9886603086982804,1.0373928635932486,0.998953204126821,1.0269098295984183,1.0415125054135919,
2014-06-17,1.1859785271369294,1.0034712853836163,,,1.0467741805925725,1.040786733270252,0.9959145757967031,1.0313635933128962,1.0507148159154946,
2014-06-18,1.1872669006972134,1.0304672273701434,,,1.0456879034499937,1.0601802096365627,1.014074033356682,1.030621506516138,1.0613829635044556,
2014-06-19,1.1831451216345379,1.0077240813189083,,,1.0478604396311364,1.0398169592519744,1.0219057995164766,1.0271568972426284,1.0546015497659438,
2014-06-20,1.170909415548052,0.9990952882455016,,,1.0411618995560445,1.0424028293653038,1.0246731875376953,1.0313635933128962,1.0516010355942493,
2014-06-23,1.1698786523042446,1.0084636645062957,,,1.0500329033962161,1.056463195082456,1.0387268261556097,1.0390343738623482,1.0604332692178617,
2014-06-24,1.162794970559798,0.9989719945909284,,,1.0402567168812702,1.06211961222156,1.0355615751231912,1.0330956907939963,1.0554667600284575,
2014-06-25,1.1638252018401216,1.0090800464908605,,,1.0393515342064958,1.089917037165919,1.0597802944391082,1.0400242740636743,1.0669963980343633,
2014-06-26,1.170780400404228,1.003687027707044,,,1.0350065342602734,1.0849069582648743,1.057682234018635,1.0323534935142222,1.0640694413615464,
2014-06-27,1.1846907835334015,1.0002355110940262,,,1.0388084318432378,1.092502777988975,1.0593462191473813,1.0454681589455102,1.0701753137587553,
2014-06-30,1.1969263776275745,1.0008826486942843,,,1.051481260850311,1.087492828378204,1.0575012956086178,1.0318583914994126,1.0710238004430674,
2014-07-01,1.1363503359930676,1.0162230835992927,,,1.047838493460792,1.0666246458066868,1.0465578291477846,1.0240434469546285,1.0562729724937086,
2014-07-02,1.1358642764306675,1.017629423896392,,,1.0427054832275298,1.0413929855534287,1.0453016536325583,1.024777141534663,1.0512784940458735,
2014-07-03,1.1425474237265023,1.0318153459624666,,,1.0400504516896742,1.0388855556115344,1.049371156902336,1.0223314747343717,1.0541669014378143,
2014-07-07,1.1661202295530997,1.0197694937974209,,,1.014916523650765,1.0232137266789698,1.0452662328451634,1.0269781979745036,1.0493774007499872,
2014-07-08,1.1585865704699982,0.989991214591211,,,0.9715515690316353,0.9835639524640947,1.0233969868137016,1.0218420902118894,1.0248220639304217,
2014-07-09,1.1590724319318269,1.0088243231719272,,,0.9664185587983734,1.018198741420549,1.0321729358653797,1.0191518949519378,1.033973147689999,
2014-07-10,1.1548198862022003,1.0025568511279743,,,0.9611085842225323,1.0166315898709504,1.0262986533290426,1.0196408426702044,1.0301760679038174,
2014-07-11,1.157006771238561,1.0584446820303919,,,0.9595155865397883,1.0396690686990178,1.0379941942668138,1.0294239739758488,1.0470090461250703,
2014-07-14,1.1719523764135908,1.0863274372970029,,,0.9687195908511749,1.0641172158647922,1.0514589875222418,1.0306468073759945,1.062203735887466,
2014-07-15,1.1582223295524083,1.0836369792377172,,,0.951196651740934,1.0526767180567043,1.049335736114942,1.0382288822417982,1.0555495494907503,
2014-07-16,1.1516604858398973,1.0881006439247274,,,0.9549136286340304,1.0603560082646344,1.0450184961177034,1.0780949382428293,1.0630240335039702,
2014-07-17,1.131125763585575,1.0775529403590773,,,0.9317266269630231,1.0407662220989289,1.0276788042541871,1.089100711846775,1.0496585115179278,
2014-07-18,1.1474078476633376,1.0965388813758883,,,0.9469486225203336,1.0722665042224102,1.0706564827872205,1.09301395890898,1.0711387162463615,
2014-07-21,1.1414540802586077,1.0999019531856649,,,0.9437626271548446,1.087624959263639,1.0588548918102834,1.096682568310471,1.0713801799972518,
2014-07-22,1.1509317002505073,1.103203817422363,,,0.9487185845456567,1.0855875431432611,1.0679317096551932,1.096438258252918,1.07546860221165,
2014-07-23,1.180944227390596,1.0949491079134763,,,0.9487185845456567,1.117244700274357,1.070798061544648,1.0974162355902426,1.0850118195431628,
2014-07-24,1.1790002796885015,1.0963859572201535,,,0.9568606258018293,1.1750737803791782,1.0669408742149364,1.0859213504664489,1.0933638112951747,
2014-07-25,1.186776664798593,0.990602715545585,,,0.9715515690316353,1.178364848783188,1.0582179492981616,1.088367235668848,1.078980163854335,
2014-07-28,1.203180158113317,0.9795963404043341,,,0.9557986096466919,1.1741333922840793,1.0598811515766524,1.0754047429828775,1.0746657325013251,
2014-07-29,1.1954037597965215,0.9783428264286869,,,0.9704896236763951,1.1551704949475055,1.0509104899324173,1.0734476962976915,1.070627481846536,
2014-07-30,1.192608811659085,0.9860167335467004,,,0.9956235517153039,1.1703721846839223,1.0535468163727884,1.065866058236103,1.0773390260356503,
2014-07-31,1.1616241521874922,0.9569109733140203,,,0.960223603209871,1.138558403294474,1.0254316853678365,1.0555941703140364,1.0497238312812884,
2014-08-01,1.1260482121816235,0.9540858117027506,,,0.9599459672764593,1.100510167924151,1.0111779858883765,1.0361924679309198,1.03132676881738,
2014-08-04,1.11972288627575,0.9745620108942127,,,0.9854344712671943,1.1180003251399167,1.0264620828135893,1.0485223496562923,1.0454506876744925,
2014-08-05,1.1142173895452034,0.9704295229937565,,,0.9746646421683954,1.1055290934480069,1.0103671378112717,1.0415109637003948,1.0361197916111715,
2014-08-06,1.1123429722896392,0.975307795535984,,,0.9673052957476148,1.1021831380291631,1.012746958345817,1.0332914113597789,1.0338629285513328,
2014-08-07,1.1122253445699979,0.967726305736026,,,0.9647923661389249,1.1128292657982382,1.0080225004899177,1.0451375677680628,1.0351222250835277,
2014-08-08,1.1152859697094197,0.9843495592623617,,,0.9771775897267109,1.111156295693226,1.0188288557157892,1.0444124250625957,1.0418684491950172,
2014-08-11,1.130001109588131,0.9891035172748915,,,0.984895928655822,1.1169357078003634,1.01761247694694,1.0444124250625957,1.0471601942214572,
2014-08-12,1.1297657522956448,0.9921796719073875,,,0.9468427407223867,1.1076583281271137,1.0085689826293998,1.0521488457796777,1.0395273869102684,
2014-08-13,1.144716249466843,1.0138055093984852,,,0.9480992145015443,1.1219545420713042,1.0304989995476457,1.0656873796390405,1.0541269824374775,
2014-08-14,1.1477768746062653,1.0353381319656665,,,0.9604844201397051,1.1300153074665507,1.0306577030224826,1.0702806247587657,1.0624255103265725,
2014-08-15,1.1534275885432435,1.036643184400782,,,0.9626384290385657,1.1198253073921973,1.0290006085858343,1.0828523286635765,1.0640645744373667,
2014-08-18,1.1673187359968906,1.0394396134752646,,,0.9761006481009692,1.1344257585543946,1.044848726371245,1.090588965269224,1.0754537412946645,
2014-08-19,1.1834463124584855,1.0413039305965601,,,0.9865113949433107,1.1450720079940226,1.0526229031539196,1.1027524778688027,1.0852848378358504,
2014-08-20,1.183917128896664,1.043323568638413,,,0.994229733872422,1.1377717291820573,1.0496260154585375,1.0935080215495137,1.083729366266268,
2014-08-21,1.184034960322714,1.0344060231196448,,,0.9999736140057143,1.1341216430069414,1.044355073700293,1.1000763501968498,1.0828279440586928,
2014-08-22,1.1927465794954268,1.0303045416100467,,,1.0733875819593555,1.1341216430069414,1.044566608406523,1.0983734481782021,1.0955834004427494,
2014-08-25,1.1953361081003584,1.0378549286970586,,,1.0631563134215538,1.140965565991898,1.0410938200672877,1.0988598721023595,1.0962111013967526,
2014-08-26,1.1876840168883047,1.0621218743420813,,,1.070515641892709,1.1552618863978223,1.0367747853685092,1.0949676711269767,1.101220979336067,
2014-08-27,1.2022817200221338,1.0663165645612664,,,1.0694387182165932,1.1350341265286727,1.0277489373063076,1.0915617591453983,1.0987303042967287,
2014-08-28,1.2036944494329804,1.0564979134801709,,,1.0462836834796332,1.1233233966288634,1.0230244776875455,1.0918050385726543,1.0907714932136416,
2014-08-29,1.2066373449995569,1.053452954775545,,,1.0606433658632386,1.13792384779106,1.0266206787538028,1.1051851372110058,1.098410554899035,
2014-09-02,1.2160549469281765,1.063830870542821,,,1.0742850452805568,1.166212251384904,1.037673862959445,1.0969138255868094,1.1091618004471187,
2014-09-03,1.1647286344676837,1.053328640245847,,,1.0595663703886207,1.1532847855365387,1.0392428371797482,1.0937512739906987,1.0939837569681894,
2014-09-04,1.155075866221336,1.0749234682389217,,,1.060463905508324,1.1551097677888196,1.0456243912351588,1.1010493599615894,1.0987077931590248,
2014-09-05,1.1650818231862206,1.0762595270648958,,,1.0735671141127714,1.1750333969016977,1.0538040987095774,1.1168623338307093,1.1101013823009787,
2014-09-08,1.1579010322150667,1.063706556013123,,,1.083439408091867,1.1846149073312195,1.0605910776849719,1.1304853880634682,1.1134563948999525,
2014-09-09,1.1535454199692938,1.0245873720385492,,,1.0708746523506651,1.1660601327759006,1.0435617643439035,1.1375404374817395,1.0993616298266753,
2014-09-10,1.1889792077010646,1.0294966509716346,,,1.0895422807334902,1.1776188657372602,1.0461179363714872,1.139486268108724,1.1118735349372768,
2014-09-11,1.1940410955307068,1.0269798542402433,,,1.0986965537966742,1.1850711566964942,1.0420457271267536,1.1433787929169552,1.1150355300513042,
2014-09-12,1.1967489266327596,1.029061694600824,,,1.0635153059298845,1.1783793523205408,1.031098418690281,1.1360805990017817,1.1058140495293451,
2014-09-15,1.1963956487926684,1.0063794368411711,,,1.0333599352301006,1.134273761615945,1.025351470516424,1.124890312055508,1.0867750941753027,
2014-09-16,1.1873311209977309,1.018404146490458,,,1.0340779381963872,1.1570869903206575,1.0379383346688285,1.1375404374817395,1.0953964946926336,
2014-09-17,1.1958071027816446,1.0067211782880663,,,1.0312059981297415,1.162410046600785,1.0458887554099188,1.1317019741022412,1.095622509218733,
2014-09-18,1.1982791946416935,1.009828342418585,,,1.0349754015175887,1.171079073508576,1.0529050228815044,1.1355943909661896,1.1004435709890228,
2014-09-19,1.188508403994537,1.029465641473612,,,1.0453862201584319,1.1849191597580448,1.0672371034497652,1.1560290262874693,1.111924259186977,
2014-09-22,1.189685483284934,1.0082747603533257,,,1.0288725288759661,1.1680373553077386,1.0529050228815044,1.1448384155083478,1.0987689277019694,
2014-09-23,1.2082855335560954,1.005571543095595,,,1.019718237863157,1.1906984654034476,1.0421691416166385,1.1326750108530514,1.0998529887313306,
2014-09-24,1.1978082763503108,1.019802311313073,,,1.0349754015175887,1.1945006701875667,1.0549322497274591,1.145325136279283,1.1078906742292132,
2014-09-25,1.1521328815332057,1.0002893267877437,,,1.0037430173935618,1.1744250289274194,1.031715378316495,1.1200247774825374,1.0803884017401604,
2014-09-26,1.18603612115973,1.0042664906604792,,,1.0152308315090224,1.1983028749716853,1.036387006703864,1.1290257654720761,1.0948748484128092,
2014-09-29,1.1785020650801352,0.9999475822336842,,,1.0272570625884776,1.2014967117815256,1.0362283032290274,1.129755414851348,1.0955311899607,
2014-09-30,1.18603612115973,1.0018740084587854,,,1.0326419322638134,1.2021050797558044,1.037285976760177,1.1278093683357981,1.097958747789018,
2014-10-01,1.1340433561140657,0.9891202375279974,,1.0,1.0146257999041668,1.1313881204188958,1.0174464791349564,1.0932953514670456,1.0612773136398592,
2014-10-02,1.1422757780341555,0.992080223387175,,1.0111498260429692,1.0130161165511407,1.1392213607707466,1.0196406514309866,1.0899603969017324,1.0642620148846016,
2014-10-03,1.139074494968774,1.0055712991202834,,1.0232288042561861,1.045567129345528,1.1445420623695537,1.029066806838042,1.0978208724200758,1.0752078106312086,
2014-10-06,1.139074494968774,1.0038888724121573,,1.0256678287030851,1.0427055018471203,1.1463155704502492,1.03175252463318,1.0978208724200758,1.0752728068503508,
2014-10-07,1.129126654352012,0.9876247485055439,,1.0182346113411056,1.0178451308398757,1.1275453619269706,1.007739409992523,1.0844819789424078,1.0577435817463796,
2014-10-08,1.1525667568016642,1.0054467383882955,,1.0255517427538152,1.0355514867566167,1.1457243666039887,1.0246608913142359,1.1142559413413324,1.0779542789930479,
2014-10-09,1.1550822334822937,0.982608370210668,,1.0312427765677765,1.021779886535358,1.121929110134076,1.001964387126805,1.0921041773644016,1.0615672129301867,
2014-10-10,1.1517662165347362,0.9702078193552481,,0.9974448199174175,0.9795708630486731,1.0775899301440153,0.9745460171369655,1.0487533350377292,1.0325682492323953,
2014-10-13,1.141246833498657,0.954816094163808,,0.9886179439864793,0.9520276983764993,1.0787722195987237,0.9562202866098481,1.039702293131669,1.0194369377704033,
2014-10-14,1.129126654352012,0.9606113119747942,,0.9866434259382908,0.9429062786104969,1.0876400260372825,0.9631363211976097,1.0416077964979882,1.0197350119125548,
2014-10-15,1.115291167804765,0.9533205085536641,,0.9941927989359535,0.9495237743153926,1.0820237742443881,0.9491637933990589,1.0294602620796818,1.0125196516426036,
2014-10-16,1.1006553264840406,0.9436305323303741,,1.0319396058522554,0.9634741904849583,1.07345150322019,0.9424759615067733,1.01802705692505,1.007758466471264,
2014-10-17,1.1167775020902155,0.9460608967251077,,1.0210221375382609,0.9949521287377858,1.1225201957425237,0.9179889776190252,1.0392258446285219,1.0228596730727149,
2014-10-20,1.14067517978327,0.9540682530648908,,1.0250871550542893,1.0021061617134615,1.1372999224058769,0.9345067663450247,1.049944614829926,1.036067472444082,
2014-10-21,1.1716617988384206,0.9824837160067215,,1.0557491766724547,1.0237472733256852,1.1630167206987456,0.9444244672511884,1.0689995163811767,1.0589489238445853,
2014-10-22,1.1776076306294228,0.9751306322195971,,1.0642276321539517,1.0060409174089437,1.1582872229461993,0.9526042941766661,1.05709025905922,1.0547752391727159,
2014-10-23,1.1986465079976512,0.9757849110037193,,1.0969802461551739,1.0351937654341439,1.1829693369145464,0.9718428354856895,1.0723343652569375,1.0735754469876972,
2014-10-24,1.2031058076435228,0.8944020079889262,,1.1121951710149864,1.0654196880009028,1.192280520373279,0.9635049807607756,1.0987737694263706,1.0709557755478667,
2014-10-27,1.2018480754863228,0.9034687973172456,,1.135772395720613,1.0571925268281528,1.186516441754298,0.9652251784894441,1.0935334171842903,1.0701514380973993,
2014-10-28,1.2204858267029672,0.9209791953103775,,1.1577236041283068,1.1004746069712248,1.1937584782598876,0.9811285340250553,1.1073481778725662,1.0896321838657648,
2014-10-29,1.2273460670069722,0.9163990662248002,,1.141811849984015,1.0904589464971421,1.1211900794617282,0.9802684360383902,1.1104447496519767,1.0765273733673892,
2014-10-30,1.2232300910052978,0.9318219767773502,,1.1466899569498246,1.1038728253959278,1.0953255578008596,0.9834631649441126,1.096868081103334,1.0748257561962657,
2014-10-31,1.2348926825423105,0.9517314541006836,,1.1451800266011618,1.1444721834147584,1.1083316729254309,0.9968036886205287,1.1183050137912152,1.0941246291476063,
2014-11-03,1.2509007054791206,0.9525415755655949,,1.1823461714830699,1.1373180788983954,1.0919261615493816,0.9896068473729965,1.1299762846630916,1.0949578851330959,
2014-11-04,1.2417534916928967,0.9434747862372754,,1.2319396337268207,1.1369603754610946,1.1197121215751196,0.9903440576683812,1.1330731735111599,1.0986622472405312,
2014-11-05,1.2447261726300274,0.923876804215871,,1.262137056031058,1.107270990165115,1.1059669757782011,0.9758800914463305,1.1399803292649986,1.0887304475333475,
2014-11-06,1.248285965070077,0.9242507730591751,,1.295818845431332,1.1283754929658714,1.112322258243443,0.9684023347080816,1.1599885505807537,1.0969014747925272,
2014-11-07,1.2518459553698067,0.9342833364735453,,1.3305458845655256,1.1441144620922856,1.1173473061900765,0.9686305374035583,1.1595121813447709,1.1035230573850239,
2014-11-10,1.2497790142184309,0.9506409292229954,,1.3838560367910808,1.152699273046821,1.1084794997515175,0.979882205543478,1.1645139658442312,1.1101235637073694,
2014-11-11,1.2597698645832218,0.9721395575869995,,1.3303136313661705,1.1457240739046244,1.1027154211325363,0.9852535358134841,1.164037702297801,1.1122101421922421,
2014-11-12,1.2775700015753215,0.9705816916108615,,1.372822296697382,1.1405374098341041,1.1043411910655054,0.9799173474069713,1.1618940275246845,1.1144203432833748,
2014-11-13,1.2955993095422536,0.9860668825294057,,1.3337978939325874,1.1296274549964247,1.0973947047540025,0.9767401894329955,1.181663866054537,1.1183632235638932,
2014-11-14,1.3112173015840602,1.021399270405289,,1.336817661714696,1.1430413338952106,1.106705888212735,0.9745460171369655,1.1809493254117571,1.1298746240304771,
2014-11-17,1.3090353421272176,1.006537169794025,,1.3269454431346213,1.1180020575137999,1.0972468779279156,0.9595379014515133,1.1780910307286963,1.1183612045435634,
2014-11-18,1.3260314515755218,1.012394761442964,,1.2869918765851769,1.1172867042947137,1.0987248210347975,0.9557990230823887,1.1682635669468049,1.1186933393055205,
2014-11-19,1.316844146471556,1.01741113973784,,1.2638792395790766,1.0913531872052225,1.0837973857831709,0.960520885374121,1.155799465896056,1.109435815868352,
2014-11-20,1.335677852969184,1.0298740675469444,,1.2754936417071692,1.0427055018471203,1.0877878528633693,0.9544825197047707,1.1673048305927296,1.1085373151396052,
2014-11-21,1.337515252158827,1.0363859348642739,,1.2860627824869404,1.040738132941965,1.0900048414223256,0.9582213980738952,1.1500469949268246,1.1080846953041128,
2014-11-24,1.362320079387859,1.0457643191979444,,1.3231126672035465,1.038949633640632,1.093847599914251,0.9610123237976206,1.1406988068436132,1.1140669832617143,
2014-11-25,1.3504919163970357,1.043894861332187,,1.3178862210891107,1.061306098471942,1.1177906832102504,0.9640841650120626,1.137822359979892,1.1191882788098695,
2014-11-26,1.3665691778557578,1.0393147291308773,,1.30859466454343,1.0593387295667867,1.147202427948684,0.9614511582568266,1.1445337786823047,1.125827247475794,
2014-11-28,1.3657650637483523,1.055111515054773,,1.2966318419658964,1.0707852216752454,1.148384717403392,0.963820929284039,1.1459722134932704,1.1305106498471376,
2014-12-01,1.2678648376722115,1.0131071803683527,,1.1155052291638845,1.0472133246311444,1.0916312023819998,0.9560567548084616,1.1378226220878933,1.0871891050007407,
2014-12-02,1.2630168454662805,1.0140705582815424,,1.1565512862573506,1.0502265975616472,1.096864069691646,0.9541788390355408,1.1340783317975736,1.0891503690400022,
2014-12-03,1.277340574214963,0.9835841183637535,,1.1644447567513583,1.0436682382220486,1.0884333333733318,0.9513087094828959,1.1251853650357126,1.0827897775173403,
2014-12-04,1.2724924040357497,0.9849204036269686,,1.1489735440584765,1.0449090122613618,1.093666200682978,0.9612475997535394,1.1429711953697224,1.086820736381549,
2014-12-05,1.2670935845215454,0.9715573707487543,,1.1356073094537997,1.0431364247434554,1.1099462306979115,0.9355590565714813,1.1331422721237074,1.0798374804039141,
2014-12-08,1.238446210078378,0.9529423343090778,,1.1058225930738232,0.9998866222523631,1.1122718848990782,0.9402537937408851,1.116292398273852,1.0624264380913013,
2014-12-09,1.257397873002049,0.9711533554144485,,1.1311869765017826,0.9951007618039539,1.116923295051327,0.9497851379313806,1.1137182277213635,1.0707064699618605,
2014-12-10,1.233488147329876,0.9504561226730927,,1.0932982549827825,0.9805659979259125,1.1073297897752374,0.9354881225314492,1.0975704308736924,1.053052320437398,
2014-12-11,1.2298520701212292,0.9551797784092305,,1.1047701408659163,0.9834020528729145,1.1298601717146044,0.942698643260468,1.1038893818676323,1.059969286084429,
2014-12-12,1.2090276892685137,0.9550555391489336,,1.1062435886914643,0.9761346620712219,1.1313137273938871,0.9239194766731417,1.0987407053960918,1.0520431046603598,
2014-12-15,1.1925004733134568,0.9511709257272758,,1.1019284493895642,0.982161278833601,1.119103679445208,0.9138744005947254,1.0921880297047497,1.044996042749822,
2014-12-16,1.1761931255511755,0.9169552227400974,,1.1131898006276817,0.9534462402205499,1.0856716226433716,0.8825520534019475,1.0568504806955517,1.0172734755992505,
2014-12-17,1.20550186057572,0.9288266231105186,,1.1473948394350475,1.0103445748694326,1.1063123051604502,0.8972388277804033,1.070424003801022,1.0422810223856676,
2014-12-18,1.2412007974853911,0.9252527974087379,,1.1498155352937585,1.0516446604858347,1.1395990776192988,0.9117129630281399,1.112080091045313,1.068120352447995,
